Fi	ne,Dig	ital & Perf	Arts												
															
O		BUAC2210	01	Cost Accounting	3.00	Doster	--T-R--	2:00- 3:15PM	KRI	155	30		30	0	
															
O		BUAC2210	51	Cost Accounting	3.00	Doster	----R--	6:30- 9:00PM	KRI	251	24		25	0	
															
O		BUAC2310	51	Intermediate Accounting 1	4.00	Lucas	---W---	6:30- 9:50PM	KRI	255	30		30	0	
															
O		BUAC3030	51	Accounting App for Mgt Decisions	3.00	Cooper	-M-----	6:30- 9:00PM	KRI	255	30		30	0	
															
O		BUAC3150	01	Taxation 1	3.00	Lucas	--T-R--	3:30- 4:45PM	KRI	155	30		30	0	
															
O		BUAC3360	51	Systems Accounting	3.00	Lucas	--T-R--	5:00- 6:15PM	KRI	251	24		24	0	BUSI
															
O		BUAC3390	51	Spc. Tps: Financial Accounting	3.00	Lucas	--T----	6:30- 9:00PM	KRI	155	30		30	0	
															
O		BUAC4310	51	Advanced Accounting	3.00	Lucas	----R--	6:30- 9:00PM	KRI	151	24		24	0	
															
O		BUBA4985	01	Business Internship	3.00	Johnson, J	-------	TBA			0		5	0	
															
O		BUFI2450	51	Principles of Finance	3.00	Copley, L	-M-W---	5:00- 6:15PM	KRI	255	30		30	0	
															
O		BUFI3450	51	Management Finance	3.00	Goetting	-M-----	6:30- 9:00PM	KRI	250	40		40	0	
															
O		BUHE3000	90	Medical Term for Health Managers	3.00	McCoy	-------	TBA	ONLI	ONLI	500		32	0	
															
					*	**** Onlin	e Course	**							
															
O		BUHE3000	91	Medical Term for Health Managers	3.00	McCoy	-------	TBA	ONLI	ONLI	500		32	0	
															
					*	**** Onlin	e Course	**							
															
O		BUHE3100	51	Orientation Health Care Systems	3.00	Himes	----R--	6:30- 9:00PM	KRI	150	40		40	0	
															
O		BUHE3120	51	Health Care Personnel Management	3.00	Pinson	---W---	6:30- 9:00PM	KRI	150	40		40	0	
															
O		BUHE3890	01	Health Management Practicum	3.00	McCoy	-------	TBA			0		30	0	BUHE
															
O		BUHE4100	51	Patient Care Iss Long-Term Fac	3.00	McCoy	--T----	6:30- 9:00PM	KRI	153	26		26	0	
															
O		BUHE4150	51	Adm in Acute Care Facilities	3.00	Pinson	-M-----	6:30- 9:00PM	KRI	150	40		40	0	
															
O		BUHE4585	01	Intern Acute Health Care Mgt	4.00	McCoy	-------	TBA			0		30	0	BUHE
															
O		BUIS1010	01	Computer Applications	3.00	Curnutte	-M-W-F-	9:00- 9:50AM	KRI	251	24		24	0	BUSI
															
O		BUIS1010	02	Computer Applications	3.00	Curnutte	-M-W-F-	10:00-10:50AM	KRI	251	24		24	0	BUSI
															
O		BUIS1010	03	Computer Applications	3.00	Curnutte	-M-W-F-	11:00-11:50AM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	04	Computer Applications	3.00	Cook	-M-W-F-	12:00-12:50PM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	07	Computer Applications	3.00	Finch	--T-R--	11:00-12:15PM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	08	Computer Applications	3.00	Maynard, C	--T-R--	12:30- 1:45PM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	09	Computer Applications	3.00	Maynard, C	--T-R--	2:00- 3:15PM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	12	Computer Applications	3.00	Maynard, C	--T-R--	3:30- 4:45PM	KRI	252	24		24	0	BUSI
															
O		BUIS1010	52	Computer Applications	3.00	Shaw	-M-----	6:30- 9:00PM	KRI	251	24		24	0	BUSI
															
